candidate,total_return,cagr,max_dd,sharpe,sortino,ret_2022
baseline (S1+S6+S7+S8),3.0838037942084364,0.3250421880162764,-0.04126974065515676,2.1516214788744388,9.183407219713526,0.23287251139933374
baseline + 11u + 13u,6.099169936242835,0.4800105882614836,-0.03907925736450065,2.3603792444907508,27.35438775513304,0.027954517937479162
baseline + 11u + 13u + 12,5.999267473228275,0.47582090379578945,-0.042711558252814835,2.4962361523926684,31.347023969035593,-0.010200725277319744
