share,candidate,total_return,cagr,max_dd,sharpe,sortino,ret_2022
0.0,baseline only,3.0838037942084364,0.3250421880162764,-0.04126974065515676,2.1516214788744388,9.183407219713526,0.23287251139933374
0.05,3-candidate @ 5% each,3.81266971396347,0.36929145136929153,-0.03583115939643452,2.6781851610376424,15.951450619803131,0.12353902111052362
0.1,3-candidate @ 10% each,4.541535633718504,0.40846606687908227,-0.03144017731823199,2.7810069271421916,21.99019280825362,0.0602036965426771
0.15,3-candidate @ 15% each,5.270401553473661,0.443713117576533,-0.034415013989065546,2.660137934032118,27.79704710691101,0.018883426062624054
0.2,3-candidate @ 20% each,5.999267473228275,0.47582090379578945,-0.042711558252814835,2.4962361523926684,31.347023969035593,-0.010200725277319744
