act_r,trail,trades,avg_r,pf,beats_bl,is_canonical
5.0,4.5,416,1.2823450803688639,3.415668333003138,True,False
5.0,5.0,406,1.3195364046631048,3.4781324087569376,True,False
5.0,5.5,382,1.7006131493968275,4.191054706034122,True,False
6.0,4.5,411,1.2895544811011688,3.3921945939746236,True,False
6.0,5.0,400,1.5111720207358075,3.8304830930640126,True,True
6.0,5.5,381,1.6874895673829846,4.138023570164438,True,False
7.0,4.5,410,1.280146494802299,3.362973706567011,True,False
7.0,5.0,399,1.5489453727505669,3.872971596371339,True,False
7.0,5.5,381,1.6945818163932722,4.1425967961441685,True,False
