trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
400,604.468808294323,1.5111720207358075,0.3975,3.8304830930640126,-32.60580562601632,6.209076115117176,4.867622791920917,0,,24
381,536.6536421287296,1.4085397431200253,0.3963254593175853,3.6290303913514173,-33.268514493877205,5.500620075735377,4.998272662271637,1,ZEC/USDT,23
348,417.9629265344264,1.2010428923403058,0.39655172413793105,3.2498300504677213,-46.4218745570094,4.4919455343857235,4.987853138521251,3,"ZEC/USDT,MTL/USDT,FET/USDT",21
317,331.59074179027584,1.0460275766254759,0.3943217665615142,2.9216694664438045,-43.21752169106904,4.118456336889662,4.522080603667868,5,"ZEC/USDT,MTL/USDT,FET/USDT,ADA/USDT,SOL/USDT",19
