trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,split
200,315.87246026760585,1.5793623013380291,0.38,3.765971398523397,-32.60580562601632,6.533997255518115,3.4183601539880253,first_half_by_trade
200,288.59634802671724,1.4429817401335863,0.415,3.90463166028223,-24.35037004686069,5.881880439106222,3.469442074316862,second_half_by_trade
100,111.23744748426789,1.112374474842679,0.37,3.060035520122713,-24.35037004686071,6.766476814795609,1.6439492889569294,last_100_trades
201,315.3793790541033,1.569051637085091,0.3781094527363184,3.7497808981697998,-32.60580562601632,6.5192808501940895,3.4122086079693297,first_half_by_time
199,289.08942924021966,1.4527106996995962,0.41708542713567837,3.9241058504015585,-24.35037004686069,5.895101461952516,3.476277113763265,second_half_by_time
