block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,435.5148313589415,612.9941591616089,826.7358190825764,-8.626469848732452,2.8675725172715842,3.705634350403474,1.0
3,392.8245951428189,608.9801769264129,876.3540747649614,-10.703762487274574,2.651557326857028,3.693821749163403,1.0
5,361.8772026235256,611.4562531954659,904.2441428378612,-11.946678095374487,2.516210369730883,3.710580211480565,1.0
10,319.53734390081553,603.372536246602,973.5393782853957,-13.501982129397394,2.325769742494931,3.667657836161874,0.9995
20,294.72872072861867,604.0187192344786,1024.3789929608674,-15.727616363226948,2.213436824263292,3.685668263465692,1.0
