trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
419,619.215501613711,1.477841292634155,0.3937947494033413,3.735962751662362,-31.662172090006493,5.732365586530135,5.27716809954053,0,,55
412,481.82934249374375,1.1694886953731645,0.3859223300970874,3.1383793793938746,-31.662172090006578,4.632329218204842,5.124425919167718,1,2021-03,54
401,398.0645795663729,0.992679749542077,0.3765586034912718,2.7887906993879863,-31.662172090006578,4.372349397617215,4.546387922280435,2,"2021-03,2023-12",53
388,316.1060401846312,0.8147062891356474,0.3634020618556701,2.43990355430489,-31.66217209000648,4.018369405936576,3.9936230751069077,3,"2021-03,2023-12,2021-02",52
