block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,412.412365608085,596.7127605409423,811.5829756635994,-8.3525679980485,2.8558631100886975,3.7849243105198527,1.0
3,396.0572899092405,601.9493333273065,850.8990441709735,-10.433051162922498,2.750102682402305,3.825074218299423,1.0
5,371.9515480178773,598.1317002928877,878.4588785062402,-11.549277218891769,2.6540255359498257,3.810971309983053,1.0
10,320.6833156744612,597.4276617763544,911.066476823041,-12.884485643513854,2.4103461750536743,3.8077975863664717,1.0
20,282.98635841372874,589.2516304905535,972.4527086700622,-15.118951884079522,2.20673485898317,3.768411980485207,1.0
