block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,403.1691998365802,527.0821366960702,661.765653908861,-8.75017724172949,2.6289097733034077,3.2135596749734052,1.0
3,386.88381921012405,527.2753854870923,681.8903692293134,-10.458364352275995,2.5439855365831714,3.226853757635565,1.0
5,366.00674733150777,529.9820941898802,704.2121465758728,-11.587689017887348,2.433991159729133,3.234243113772036,1.0
10,327.40198137385187,528.0616095430665,744.4085462813067,-13.703057895291856,2.2919923900363925,3.2367385652802456,1.0
20,297.716156193197,525.6100976062078,788.1544458468555,-15.885290911456007,2.157204662545623,3.2108325895748386,1.0
