trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
431,529.7901932098366,1.229211585173635,0.3805104408352668,3.232301682068648,-28.556569940544136,3.830807779451411,6.661544281845546,0,,24
412,485.976635848312,1.1795549413793982,0.38106796116504854,3.154029472523779,-34.08090474921309,3.728103730282213,6.42212559585729,1,FET/USDT,23
376,407.95858233619697,1.084996229617545,0.38563829787234044,3.0087171129594394,-27.717519910702066,3.475828079559927,6.052905088856484,3,"FET/USDT,ADA/USDT,HBAR/USDT",21
336,336.9384331501868,1.0027929558041275,0.37797619047619047,2.8070383702266546,-27.539260751133497,3.331256431567466,5.517887584749692,5,"FET/USDT,ADA/USDT,HBAR/USDT,ZEC/USDT,SOL/USDT",19
