block_size,mc_runs,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,2000,-6.214846327122526,27.380571589459823,61.8164275345867,-6.415418246201685,0.8944342539732156,1.5196385063773314,0.9085
3,2000,-2.9706083025592402,26.65095473560357,59.542118583089405,-6.401553936276015,0.9488747623905194,1.5128842129032645,0.93
5,2000,-2.652880912110529,25.896445395277645,58.6746938666229,-6.487062959620809,0.9525403028390007,1.4931024407139315,0.928
10,2000,-3.389400180304417,26.730738941854575,60.620655859442195,-6.525292744698412,0.9393044173681818,1.5113988135066023,0.9245
20,2000,-0.19615797014503164,26.072855516000104,59.35232467086075,-6.933834626911022,0.9964485737554258,1.5013196239373585,0.9485
