symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,month,year
SOL/USDT,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,164.46,156.2,150.20529450533934,14.254705494660657,midline_exit,23,-0.5794577799656362,-0.6482070080971514,1.631040361283415,2025-05,2025
ETH/USDT,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,2816.4,2542.6566488505496,2542.6566488505496,273.74335114945035,initial_stop,4,-1.0000000000000007,-1.386042796680952,0.22948502579594376,2025-06,2025
TRX/USDT,2025-04-12 00:00:00+00:00,2025-06-22 00:00:00+00:00,0.246,0.2635,0.22921731869818793,0.016782681301812066,midline_exit,72,1.0427416028039869,-0.38134550045402854,2.937552058184944,2025-06,2025
FET/USDT,2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.842,0.7272087633466812,0.7272087633466812,0.11479123665331879,initial_stop,3,-1.0000000000000002,-1.0627988996098405,0.12196052946342442,2025-07,2025
HBAR/USDT,2025-07-10 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.1899,0.2395080289747063,0.17172049213762983,0.018179507862370183,chandelier_stop,14,2.728788334110523,-0.10011272108015858,6.001262565849012,2025-07,2025
ADA/USDT,2025-07-17 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.8216,0.7361035687135603,0.7361035687135603,0.08549643128643972,initial_stop,14,-0.9999999999999997,-1.070220108877369,1.3532728589848262,2025-07,2025
TRX/USDT,2025-07-09 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.2899,0.3221043684862156,0.27835910505682243,0.011540894943177544,chandelier_stop,22,2.7904567752133795,-0.03465935717892254,5.2942168090802655,2025-07,2025
SOL/USDT,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,164.34,162.71,148.47056603670427,15.869433963295736,midline_exit,23,-0.10271317828789654,-0.4480311028386183,2.644076663165737,2025-08,2025
BTC/USDT,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,111233.99,113297.93,106399.29399310524,4834.696006894771,midline_exit,24,0.4269017115153876,-0.1518171978038041,2.478751504315798,2025-08,2025
ETH/USDT,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,2768.74,3440.6793510278244,2529.739207274685,239.0007927253145,chandelier_stop,24,2.8114523946374095,-0.05539730579561976,4.904837287913467,2025-08,2025
BTC/USDT,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,123306.43,117966.17861112705,117966.17861112705,5340.251388872937,initial_stop,2,-1.0000000000000013,-1.1472175285165702,0.21863577479381982,2025-08,2025
SOL/USDT,2025-08-13 00:00:00+00:00,2025-08-18 00:00:00+00:00,201.51,180.77099667810643,180.77099667810643,20.739003321893563,initial_stop,6,-1.0,-1.0371761683114495,0.40262301280337665,2025-08,2025
TRX/USDT,2025-08-12 00:00:00+00:00,2025-08-25 00:00:00+00:00,0.3524,0.3417,0.33634253749161386,0.01605746250838612,midline_exit,14,-0.6663568415253556,-0.6725844755583021,1.0960635897987172,2025-08,2025
ADA/USDT,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.9042,0.7999012492625407,0.7999012492625407,0.10429875073745928,initial_stop,20,-1.0000000000000002,-1.1735519278472004,1.1035606772484716,2025-09,2025
SOL/USDT,2025-08-28 00:00:00+00:00,2025-09-22 00:00:00+00:00,214.43,220.38,187.37690465643846,27.05309534356155,midline_exit,26,0.21993786383546116,-0.7481583805092007,1.4445666754100563,2025-09,2025
ETH/USDT,2025-08-08 00:00:00+00:00,2025-09-22 00:00:00+00:00,4009.5,4199.08,3639.6486775553462,369.85132244465376,midline_exit,46,0.5125843507788715,-0.0077598749168441075,2.561245404609186,2025-09,2025
BTC/USDT,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,116788.96,111911.10546162633,111911.10546162633,4877.854538373674,initial_stop,7,-1.0000000000000009,-1.022777526626158,0.22777226980828044,2025-09,2025
DEXE/USDT,2025-09-21 00:00:00+00:00,2025-09-23 00:00:00+00:00,11.376,10.127716283128553,10.127716283128553,1.2482837168714467,initial_stop,3,-0.9999999999999998,-1.2473125932478577,0.11535839012696969,2025-09,2025
AVAX/USDT,2025-09-17 00:00:00+00:00,2025-09-26 00:00:00+00:00,31.82,28.473224737502495,28.473224737502495,3.3467752624975047,initial_stop,10,-1.0000000000000002,-1.4192766551212495,1.2967706701528878,2025-09,2025
ZEC/USDT,2025-09-29 00:00:00+00:00,2025-09-30 00:00:00+00:00,72.06,63.54044636756485,63.54044636756485,8.519553632435153,initial_stop,2,-1.0000000000000002,-1.051698291549924,0.6561376618040267,2025-09,2025
ZEC/USDT,2025-09-30 00:00:00+00:00,2025-10-03 00:00:00+00:00,74.32,125.28774008371589,64.65184305559592,9.668156944404071,chandelier_stop,4,5.27171211398425,-0.0113775563049447,8.845532865444326,2025-10,2025
ETH/USDT,2025-10-06 00:00:00+00:00,2025-10-09 00:00:00+00:00,4684.01,4346.274616970855,4346.274616970855,337.73538302914466,initial_stop,4,-1.0000000000000009,-1.240468192116687,0.21019414478664128,2025-10,2025
BTC/USDT,2025-10-01 00:00:00+00:00,2025-10-10 00:00:00+00:00,118594.99,113875.26851295661,113875.26851295661,4719.721487043398,initial_stop,10,-0.9999999999999997,-3.516095186030924,1.611247617232562,2025-10,2025
ZEC/USDT,2025-10-08 00:00:00+00:00,2025-11-08 00:00:00+00:00,177.56,535.9940846252707,139.61189380280925,37.94810619719075,chandelier_stop,32,9.445374764230136,-0.7908168024000523,15.084810741948885,2025-11,2025
JST/USDT,2025-11-30 00:00:00+00:00,2025-12-03 00:00:00+00:00,0.04291,0.04122794195576826,0.04122794195576826,0.001682058044231735,initial_stop,4,-1.0000000000000009,-2.740690201392885,1.2425254926054532,2025-12,2025
JST/USDT,2025-12-31 00:00:00+00:00,2026-01-01 00:00:00+00:00,0.04189,0.03950513591618155,0.03950513591618155,0.0023848640838184483,initial_stop,2,-0.9999999999999989,-1.1279468789235951,0.06708977718504677,2026-01,2026
ZEC/USDT,2025-12-27 00:00:00+00:00,2026-01-07 00:00:00+00:00,516.1,469.52,424.27306590875435,91.82693409124568,midline_exit,12,-0.5072585778995397,-0.5314344912300885,0.47807324108608334,2026-01,2026
JST/USDT,2026-01-07 00:00:00+00:00,2026-01-11 00:00:00+00:00,0.04287,0.04024379695957957,0.04024379695957957,0.0026262030404204328,initial_stop,5,-0.9999999999999996,-1.283221422004176,0.7691712974624445,2026-01,2026
DUSK/USDT,2026-01-18 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.1595,0.24748448600774103,0.13603041127225735,0.023469588727742647,chandelier_stop,3,3.748872084142548,-0.2939974824460269,7.260459566493198,2026-01,2026
TRX/USDT,2026-01-03 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.2956,0.297,0.28676995365375296,0.008830046346247018,midline_exit,18,0.15854956419283642,-0.5096235991912496,2.876542093212868,2026-01,2026
JST/USDT,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,0.04497,0.041585292133413145,0.041585292133413145,0.003384707866586858,initial_stop,7,-1.0000000000000002,-1.6013198815487533,0.65293670446914,2026-01,2026
JST/USDT,2026-02-23 00:00:00+00:00,2026-04-13 00:00:00+00:00,0.04533,0.0727050788525505,0.04143701550794788,0.003892984492052126,chandelier_stop,50,7.031900308988939,-0.5111759381684585,10.45213513772589,2026-04,2026
ZEC/USDT,2026-04-07 00:00:00+00:00,2026-04-19 00:00:00+00:00,320.78,301.41,280.45623217981756,40.32376782018243,midline_exit,13,-0.48036185721476843,-0.5257445210610796,1.8192744370302278,2026-04,2026
DUSK/USDT,2026-04-12 00:00:00+00:00,2026-04-21 00:00:00+00:00,0.161,0.13739044494706437,0.13739044494706437,0.023609555052935643,initial_stop,10,-0.9999999999999996,-1.0207731550198522,0.5845091095134424,2026-04,2026
DEXE/USDT,2026-03-22 00:00:00+00:00,2026-04-21 00:00:00+00:00,7.152,12.609333845070658,6.137883753090751,1.014116246909249,chandelier_stop,31,5.3813691100040355,-0.38259913612716345,8.96445553229908,2026-04,2026
TRX/USDT,2026-03-13 00:00:00+00:00,2026-04-24 00:00:00+00:00,0.2934,0.3212890612298551,0.2838359897879453,0.009564010212054738,chandelier_stop,43,2.916042602579303,-0.06273519022843924,4.5169336964477065,2026-04,2026
ZEC/USDT,2026-05-03 00:00:00+00:00,2026-05-16 00:00:00+00:00,413.2,508.15308384790484,359.09364367664074,54.10635632335926,chandelier_stop,14,1.754933991127229,-0.2931263732714672,4.247190452571444,2026-05,2026
ZEC/USDT,2026-05-20 00:00:00+00:00,2026-05-23 00:00:00+00:00,673.54,578.450995454134,578.450995454134,95.08900454586592,initial_stop,4,-1.0,-1.0817233863289186,0.13902764113618832,2026-05,2026
JST/USDT,2026-04-29 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.08676,0.09387,0.07635832791525031,0.010401672084749694,end_of_data,30,0.683543947748963,-0.9479245182566509,1.0017620162509426,2026-05,2026
DEXE/USDT,2026-05-24 00:00:00+00:00,2026-05-28 00:00:00+00:00,15.207,17.144,13.020914053125793,2.186085946874208,end_of_data,5,0.8860584840086603,-0.07593480038484157,1.277625888402783,2026-05,2026
TRX/USDT,2026-05-03 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.3385,0.36056401167370933,0.3288953779019351,0.009604622098064874,chandelier_stop,26,2.2972285060705024,-0.23946803700516495,4.060544975304926,2026-05,2026
