trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
91,26.876776317853746,0.29534919030608514,0.32967032967032966,1.511109506415465,-9.736277210223243,2.1344815169134117,1.3199700653634554,0,,23
86,13.027826153496235,0.15148635062204924,0.313953488372093,1.2549237264527173,-9.736277210223243,1.9639836767005971,0.7152944495464584,1,2026-04,22
71,-0.7110494837975141,-0.010014781461936819,0.29577464788732394,0.9833469122725181,-17.301463605075316,1.7835229365679148,-0.047314249126673,2,"2026-04,2024-12",21
70,-10.156424248027648,-0.14509177497182354,0.2857142857142857,0.7621321330596785,-17.301463605075316,1.3830505430282918,-0.8777154884882526,3,"2026-04,2024-12,2025-11",20
